order_id,order_date,supplier_name,supplier_city,destination_city,product_category,transport_mode,distance_km,promised_delivery_days,actual_delivery_days,delay_days,shipment_cost_inr,quantity_units,disruption_cause,disruption_label,rainfall_mm,temperature_celsius,wind_speed_kmh,severity_score,weather_anomaly_score,sentiment_score,disruption_signal,composite_risk_score,delivery_reliability_score,regional_risk_index,strike_incidents_3yr,financial_stability_score,historical_disruption_count,rolling_7d_delay,rolling_14d_delay,lag1_delay,lag2_delay,transport_mode_enc,product_category_enc,supplier_city_enc,destination_city_enc,lstm_disruption_prob
ORD00115,2021-02-03,Reliance Logistics,Ahmedabad,Kolkata,Industrial Machinery,Air,1673.8,4,5,1,274510.6,2948,Political Unrest,1,0.0,31.6,11.0,0,0,0.0,0.0,0.281,0.748,0.358,3,0.825,0.0,4.428571428571429,4.2727272727272725,6.0,6.0,0,6,0,9,0.5598284
ORD00115,2021-02-03,Reliance Logistics,Ahmedabad,Kolkata,Industrial Machinery,Air,1654.7,4,11,7,274510.6,2948,Political Unrest,1,0.0,31.6,11.0,0,0,0.0,0.0,0.256,0.918,0.328,2,0.885,0.0,5.285714285714286,4.5,1.0,6.0,0,6,0,9,0.5598284
ORD01216,2021-02-09,HCL Vendors,Ahmedabad,Chennai,Raw Materials,Road+Rail,1603.5,6,21,15,9582.97,973,Road Blockage,1,0.0,31.2,11.7,0,0,0.0,0.0,0.447,0.791,0.421,3,0.343,0.0,6.285714285714286,5.3076923076923075,7.0,1.0,3,8,0,3,0.5598284
ORD01216,2021-02-09,HCL Vendors,Ahmedabad,Chennai,Raw Materials,Road+Rail,1693.8,7,21,14,9582.97,973,Road Blockage,1,0.0,31.2,11.7,0,0,0.0,0.0,0.295,0.947,0.349,4,0.738,0.0,8.142857142857142,5.928571428571429,15.0,7.0,3,8,0,3,0.5598284
ORD01216,2021-02-09,HCL Vendors,Ahmedabad,Chennai,Raw Materials,Road+Rail,1622.5,5,20,15,9582.97,973,Road Blockage,1,0.0,31.2,11.7,0,0,0.0,0.0,0.436,0.407,0.31,2,0.663,0.0,9.142857142857142,6.5,14.0,15.0,3,8,0,3,0.7944368
ORD01216,2021-02-09,HCL Vendors,Ahmedabad,Chennai,Raw Materials,Road+Rail,1628.5,6,9,3,9582.97,973,Road Blockage,1,0.0,31.2,11.7,0,0,0.0,0.0,0.432,0.664,0.298,4,0.465,0.0,8.714285714285714,6.5,15.0,14.0,3,8,0,3,0.732057
ORD01563,2021-02-21,Infosys Supply Co,Ahmedabad,Chennai,Raw Materials,Road,1918.2,9,10,1,142864.16,1533,,0,0.0,32.5,16.9,0,0,0.0,0.0,0.321,0.89,0.349,0,0.413,0.0,8.0,6.357142857142857,3.0,15.0,2,8,0,3,0.6712302
ORD01563,2021-02-21,Infosys Supply Co,Ahmedabad,Chennai,Raw Materials,Road,1843.8,9,9,0,142864.16,1533,,0,0.0,32.5,16.9,0,0,0.0,0.0,0.34,0.405,0.451,2,0.907,0.0,7.857142857142857,6.142857142857143,1.0,3.0,2,8,0,3,0.41674688
ORD01563,2021-02-21,Infosys Supply Co,Ahmedabad,Chennai,Raw Materials,Road,1825.6,9,11,2,142864.16,1533,,0,0.0,32.5,16.9,0,0,0.0,0.0,0.367,0.733,0.301,4,0.568,0.0,7.142857142857143,6.214285714285714,0.0,1.0,2,8,0,3,0.24202506
ORD01563,2021-02-21,Infosys Supply Co,Ahmedabad,Chennai,Raw Materials,Road,1886.4,8,10,2,142864.16,1533,,0,0.0,32.5,16.9,0,0,0.0,0.0,0.501,0.507,0.138,5,0.536,0.0,5.285714285714286,5.785714285714286,2.0,0.0,2,8,0,3,0.29199868
ORD00504,2021-02-27,GAIL Vendors,Ahmedabad,Chennai,FMCG,Road+Rail,1679.7,5,15,10,409539.11,113,Strike,1,0.0,36.0,17.1,0,0,0.0,0.0,0.183,0.841,0.123,0,0.766,0.0,4.714285714285714,6.428571428571429,2.0,2.0,3,4,0,3,0.42464197
ORD00504,2021-02-27,GAIL Vendors,Ahmedabad,Chennai,FMCG,Road+Rail,1653.8,6,20,14,409539.11,113,Strike,1,0.0,36.0,17.1,0,0,0.0,0.0,0.29,0.8,0.363,1,0.768,0.0,4.571428571428571,6.857142857142857,10.0,2.0,3,4,0,3,0.52789146
ORD00504,2021-02-27,GAIL Vendors,Ahmedabad,Chennai,FMCG,Road+Rail,1705.5,5,13,8,409539.11,113,Strike,1,0.0,36.0,17.1,0,0,0.0,0.0,0.387,0.578,0.242,3,0.595,0.0,5.285714285714286,7.0,14.0,10.0,3,4,0,3,0.810282
ORD00504,2021-02-27,GAIL Vendors,Ahmedabad,Chennai,FMCG,Road+Rail,1731.4,6,11,5,409539.11,113,Strike,1,0.0,36.0,17.1,0,0,0.0,0.0,0.401,0.404,0.452,4,0.851,0.0,5.857142857142857,6.928571428571429,8.0,14.0,3,4,0,3,0.8039601
ORD00593,2021-03-08,Bajaj Materials,Ahmedabad,Bhopal,Industrial Machinery,Road,689.0,5,24,19,304197.91,1053,Accident,1,0.0,36.8,11.2,0,0,0.0,0.0,0.447,0.414,0.326,4,0.855,0.0,8.571428571428571,8.214285714285714,5.0,8.0,2,6,0,2,0.6463784
ORD00593,2021-03-08,Bajaj Materials,Ahmedabad,Bhopal,Industrial Machinery,Road,652.0,4,20,16,304197.91,1053,Accident,1,0.0,36.8,11.2,0,0,0.0,0.0,0.301,0.793,0.451,2,0.837,0.0,10.571428571428571,8.857142857142858,19.0,5.0,2,6,0,2,0.582857
ORD00593,2021-03-08,Bajaj Materials,Ahmedabad,Bhopal,Industrial Machinery,Road,648.4,4,26,22,304197.91,1053,Accident,1,0.0,36.8,11.2,0,0,0.0,0.0,0.438,0.621,0.319,3,0.583,0.0,13.428571428571429,9.357142857142858,16.0,19.0,2,6,0,2,0.79917026
ORD00593,2021-03-08,Bajaj Materials,Ahmedabad,Bhopal,Industrial Machinery,Road,643.7,3,17,14,304197.91,1053,Accident,1,0.0,36.8,11.2,0,0,0.0,0.0,0.403,0.543,0.428,1,0.65,0.0,14.0,9.357142857142858,22.0,16.0,2,6,0,2,0.75181144
ORD00182,2021-03-17,Wipro Procurement,Ahmedabad,Kanpur,Pharmaceuticals,Air,891.9,2,11,9,439590.28,4526,Strike,1,0.0,38.1,13.0,0,0,0.0,0.0,0.501,0.459,0.349,3,0.305,0.0,13.285714285714286,8.928571428571429,14.0,22.0,0,7,0,8,0.7348319
ORD00182,2021-03-17,Wipro Procurement,Ahmedabad,Kanpur,Pharmaceuticals,Air,858.3,3,7,4,439590.28,4526,Strike,1,0.0,38.1,13.0,0,0,0.0,0.0,0.503,0.456,0.453,4,0.599,0.0,12.714285714285714,9.0,9.0,14.0,0,7,0,8,0.67236125
ORD00182,2021-03-17,Wipro Procurement,Ahmedabad,Kanpur,Pharmaceuticals,Air,871.2,2,3,1,439590.28,4526,Strike,1,0.0,38.1,13.0,0,0,0.0,0.0,0.369,0.992,0.245,3,0.391,0.0,12.142857142857142,9.0,4.0,9.0,0,7,0,8,0.62056625
ORD00182,2021-03-17,Wipro Procurement,Ahmedabad,Kanpur,Pharmaceuticals,Air,901.8,2,6,4,439590.28,4526,Strike,1,0.0,38.1,13.0,0,0,0.0,0.0,0.33,0.594,0.444,2,0.777,0.0,10.0,9.285714285714286,1.0,4.0,0,7,0,8,0.5586983
ORD01172,2021-03-20,Mahindra Parts Ltd,Ahmedabad,Indore,IT Hardware,Road+Rail,424.1,2,2,0,414771.45,1036,,0,0.0,37.0,9.4,0,0,0.0,0.0,0.489,0.551,0.563,1,0.509,0.0,7.714285714285714,9.142857142857142,4.0,1.0,3,5,0,6,0.50361705
ORD01172,2021-03-20,Mahindra Parts Ltd,Ahmedabad,Indore,IT Hardware,Road+Rail,407.2,3,4,1,414771.45,1036,,0,0.0,37.0,9.4,0,0,0.0,0.0,0.496,0.706,0.597,2,0.389,0.0,4.714285714285714,9.071428571428571,0.0,4.0,3,5,0,6,0.5452732
ORD01172,2021-03-20,Mahindra Parts Ltd,Ahmedabad,Indore,IT Hardware,Road+Rail,431.5,3,3,0,414771.45,1036,,0,0.0,37.0,9.4,0,0,0.0,0.0,0.218,0.862,0.414,2,0.954,0.0,2.7142857142857144,8.357142857142858,1.0,0.0,3,5,0,6,0.29162493
ORD01172,2021-03-20,Mahindra Parts Ltd,Ahmedabad,Indore,IT Hardware,Road+Rail,421.2,3,4,1,414771.45,1036,,0,0.0,37.0,9.4,0,0,0.0,0.0,0.374,0.734,0.314,2,0.505,0.0,1.5714285714285714,7.428571428571429,0.0,1.0,3,5,0,6,0.21003617
ORD00883,2021-03-26,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Rail,555.4,3,3,0,89441.6,157,,0,0.0,38.2,14.6,0,0,0.0,0.0,0.298,0.756,0.372,1,0.726,0.0,1.0,6.857142857142857,1.0,0.0,1,7,0,2,0.20619516
ORD00883,2021-03-26,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Rail,564.9,2,5,3,89441.6,157,,0,0.0,38.2,14.6,0,0,0.0,0.0,0.356,0.466,0.392,0,0.808,0.0,1.2857142857142858,6.714285714285714,0.0,1.0,1,7,0,2,0.33871377
ORD00883,2021-03-26,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Rail,590.0,2,3,1,89441.6,157,,0,0.0,38.2,14.6,0,0,0.0,0.0,0.435,0.75,0.379,3,0.54,0.0,0.8571428571428571,5.428571428571429,3.0,0.0,1,7,0,2,0.41349518
ORD00883,2021-03-26,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Rail,550.4,3,6,3,89441.6,157,,0,0.0,38.2,14.6,0,0,0.0,0.0,0.428,0.741,0.413,4,0.556,0.0,1.2857142857142858,4.5,1.0,3.0,1,7,0,2,0.5847255
ORD00132,2021-04-04,Wipro Procurement,Ahmedabad,Hyderabad,FMCG,Rail,991.7,4,5,1,362190.0,4659,,0,0.0,40.6,10.7,0,0,0.0,0.0,0.501,0.459,0.349,3,0.305,0.0,1.2857142857142858,3.0,3.0,1.0,1,4,0,5,0.46387243
ORD00132,2021-04-04,Wipro Procurement,Ahmedabad,Hyderabad,FMCG,Rail,977.0,4,5,1,362190.0,4659,,0,0.0,40.6,10.7,0,0,0.0,0.0,0.503,0.456,0.453,4,0.599,0.0,1.4285714285714286,2.0714285714285716,1.0,3.0,1,4,0,5,0.54765487
ORD00132,2021-04-04,Wipro Procurement,Ahmedabad,Hyderabad,FMCG,Rail,1040.3,3,3,0,362190.0,4659,,0,0.0,40.6,10.7,0,0,0.0,0.0,0.369,0.992,0.245,3,0.391,0.0,1.2857142857142858,1.4285714285714286,1.0,1.0,1,4,0,5,0.452554
ORD00132,2021-04-04,Wipro Procurement,Ahmedabad,Hyderabad,FMCG,Rail,994.3,3,6,3,362190.0,4659,,0,0.0,40.6,10.7,0,0,0.0,0.0,0.33,0.594,0.444,2,0.777,0.0,1.7142857142857142,1.3571428571428572,0.0,1.0,1,4,0,5,0.3610821
ORD01225,2021-04-04,Wipro Procurement,Ahmedabad,Bhopal,Automotive Parts,Rail,590.2,3,11,8,448496.9,437,Road Blockage,1,0.0,40.6,10.7,0,0,0.0,0.0,0.501,0.459,0.349,3,0.305,0.0,2.4285714285714284,1.8571428571428572,3.0,0.0,1,1,0,2,0.31443164
ORD01225,2021-04-04,Wipro Procurement,Ahmedabad,Bhopal,Automotive Parts,Rail,553.8,2,16,14,448496.9,437,Road Blockage,1,0.0,40.6,10.7,0,0,0.0,0.0,0.503,0.456,0.453,4,0.599,0.0,4.285714285714286,2.5714285714285716,8.0,3.0,1,1,0,2,0.5602871
ORD01225,2021-04-04,Wipro Procurement,Ahmedabad,Bhopal,Automotive Parts,Rail,594.1,2,14,12,448496.9,437,Road Blockage,1,0.0,40.6,10.7,0,0,0.0,0.0,0.369,0.992,0.245,3,0.391,0.0,5.571428571428571,3.4285714285714284,14.0,8.0,1,1,0,2,0.8417539
ORD01225,2021-04-04,Wipro Procurement,Ahmedabad,Bhopal,Automotive Parts,Rail,586.6,3,16,13,448496.9,437,Road Blockage,1,0.0,40.6,10.7,0,0,0.0,0.0,0.33,0.594,0.444,2,0.777,0.0,7.285714285714286,4.285714285714286,12.0,14.0,1,1,0,2,0.8334078
ORD00840,2021-04-09,Steel Authority India,Ahmedabad,Pune,Raw Materials,Road+Rail,649.8,3,4,1,440569.39,839,,0,0.0,40.0,11.0,0,0,0.0,0.0,0.39,0.953,0.136,5,0.461,0.0,7.285714285714286,4.357142857142857,13.0,12.0,3,8,0,13,0.74508387
ORD00840,2021-04-09,Steel Authority India,Ahmedabad,Pune,Raw Materials,Road+Rail,636.1,3,6,3,440569.39,839,,0,0.0,40.0,11.0,0,0,0.0,0.0,0.314,0.716,0.377,5,0.841,0.0,7.714285714285714,4.5,1.0,13.0,3,8,0,13,0.663455
ORD00840,2021-04-09,Steel Authority India,Ahmedabad,Pune,Raw Materials,Road+Rail,628.1,3,4,1,440569.39,839,,0,0.0,40.0,11.0,0,0,0.0,0.0,0.472,0.512,0.329,5,0.51,0.0,7.428571428571429,4.571428571428571,3.0,1.0,3,8,0,13,0.42632985
ORD00840,2021-04-09,Steel Authority India,Ahmedabad,Pune,Raw Materials,Road+Rail,647.5,3,3,0,440569.39,839,,0,0.0,40.0,11.0,0,0,0.0,0.0,0.301,0.68,0.162,1,0.732,0.0,6.285714285714286,4.357142857142857,1.0,3.0,3,8,0,13,0.4142659
ORD01936,2021-04-15,HCL Vendors,Ahmedabad,Indore,Automotive Parts,Road,478.6,3,25,22,302508.37,166,Strike,1,0.0,38.5,15.5,0,0,0.0,0.0,0.447,0.791,0.421,3,0.343,0.0,7.428571428571429,5.857142857142857,0.0,1.0,2,1,0,6,0.51189053
ORD01936,2021-04-15,HCL Vendors,Ahmedabad,Indore,Automotive Parts,Road,474.2,3,16,13,302508.37,166,Strike,1,0.0,38.5,15.5,0,0,0.0,0.0,0.295,0.947,0.349,4,0.738,0.0,7.571428571428571,6.571428571428571,22.0,0.0,2,1,0,6,0.61590517
ORD01936,2021-04-15,HCL Vendors,Ahmedabad,Indore,Automotive Parts,Road,443.5,3,16,13,302508.37,166,Strike,1,0.0,38.5,15.5,0,0,0.0,0.0,0.436,0.407,0.31,2,0.663,0.0,7.571428571428571,7.428571428571429,13.0,22.0,2,1,0,6,0.8624982
ORD01936,2021-04-15,HCL Vendors,Ahmedabad,Indore,Automotive Parts,Road,460.1,2,7,5,302508.37,166,Strike,1,0.0,38.5,15.5,0,0,0.0,0.0,0.432,0.664,0.298,4,0.465,0.0,8.142857142857142,7.714285714285714,13.0,13.0,2,1,0,6,0.7562941
ORD00320,2021-04-22,Reliance Logistics,Ahmedabad,Hyderabad,Agricultural Goods,Road,1155.9,7,21,14,182352.29,1710,Road Blockage,1,0.0,39.6,12.6,0,0,0.0,0.0,0.202,0.924,0.169,0,0.66,0.0,9.714285714285714,8.714285714285714,5.0,13.0,2,0,0,5,0.66879463
ORD00320,2021-04-22,Reliance Logistics,Ahmedabad,Hyderabad,Agricultural Goods,Road,1137.1,5,24,19,182352.29,1710,Road Blockage,1,0.0,39.6,12.6,0,0,0.0,0.0,0.355,0.684,0.374,0,0.531,0.0,12.285714285714286,9.857142857142858,14.0,5.0,2,0,0,5,0.5680233
ORD00320,2021-04-22,Reliance Logistics,Ahmedabad,Hyderabad,Agricultural Goods,Road,1154.2,5,24,19,182352.29,1710,Road Blockage,1,0.0,39.6,12.6,0,0,0.0,0.0,0.281,0.748,0.358,3,0.825,0.0,15.0,10.642857142857142,19.0,14.0,2,0,0,5,0.7274482
ORD00320,2021-04-22,Reliance Logistics,Ahmedabad,Hyderabad,Agricultural Goods,Road,1157.6,6,23,17,182352.29,1710,Road Blockage,1,0.0,39.6,12.6,0,0,0.0,0.0,0.256,0.918,0.328,2,0.885,0.0,14.285714285714286,10.857142857142858,19.0,19.0,2,0,0,5,0.76182157
ORD00505,2021-05-05,Mahindra Parts Ltd,Ahmedabad,Kolkata,Chemical Compounds,Rail,1802.6,5,6,1,368984.78,779,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.489,0.551,0.563,1,0.509,0.0,12.571428571428571,10.071428571428571,17.0,19.0,1,2,0,9,0.7194114
ORD00505,2021-05-05,Mahindra Parts Ltd,Ahmedabad,Kolkata,Chemical Compounds,Rail,1846.0,6,8,2,368984.78,779,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.496,0.706,0.597,2,0.389,0.0,11.0,9.285714285714286,1.0,17.0,1,2,0,9,0.6786642
ORD00505,2021-05-05,Mahindra Parts Ltd,Ahmedabad,Kolkata,Chemical Compounds,Rail,1892.5,6,6,0,368984.78,779,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.218,0.862,0.414,2,0.954,0.0,10.285714285714286,9.214285714285714,2.0,1.0,1,2,0,9,0.47172728
ORD00505,2021-05-05,Mahindra Parts Ltd,Ahmedabad,Kolkata,Chemical Compounds,Rail,1842.1,5,8,3,368984.78,779,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.374,0.734,0.314,2,0.505,0.0,8.714285714285714,9.214285714285714,0.0,2.0,1,2,0,9,0.39302263
ORD01618,2021-05-05,Bajaj Materials,Ahmedabad,Kanpur,Automotive Parts,Road+Rail,1035.1,4,5,1,181348.24,763,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.447,0.414,0.326,4,0.855,0.0,6.142857142857143,9.214285714285714,3.0,0.0,3,1,0,8,0.474189
ORD01618,2021-05-05,Bajaj Materials,Ahmedabad,Kanpur,Automotive Parts,Road+Rail,1053.5,4,4,0,181348.24,763,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.301,0.793,0.451,2,0.837,0.0,3.4285714285714284,9.214285714285714,1.0,3.0,3,1,0,8,0.5622745
ORD01618,2021-05-05,Bajaj Materials,Ahmedabad,Kanpur,Automotive Parts,Road+Rail,1106.8,4,7,3,181348.24,763,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.438,0.621,0.319,3,0.583,0.0,1.4285714285714286,7.857142857142857,0.0,1.0,3,1,0,8,0.3746901
ORD01618,2021-05-05,Bajaj Materials,Ahmedabad,Kanpur,Automotive Parts,Road+Rail,1067.2,3,6,3,181348.24,763,,0,0.0,40.5,14.8,0,0,0.0,0.0,0.403,0.543,0.428,1,0.65,0.0,1.7142857142857142,7.142857142857143,3.0,0.0,3,1,0,8,0.17389138
ORD01450,2021-05-16,Reliance Logistics,Ahmedabad,Bangalore,Chemical Compounds,Air,1278.9,4,6,2,459794.18,704,,0,1.1,42.7,26.5,0,1,0.0,0.0,0.202,0.924,0.169,0,0.66,0.0,1.7142857142857142,6.357142857142857,3.0,3.0,0,2,0,1,0.38343236
ORD01450,2021-05-16,Reliance Logistics,Ahmedabad,Bangalore,Chemical Compounds,Air,1280.5,2,3,1,459794.18,704,,0,1.1,42.7,26.5,0,1,0.0,0.0,0.355,0.684,0.374,0,0.531,0.0,1.8571428571428572,6.071428571428571,2.0,3.0,0,2,0,1,0.5619516
ORD01450,2021-05-16,Reliance Logistics,Ahmedabad,Bangalore,Chemical Compounds,Air,1201.9,3,3,0,459794.18,704,,0,1.1,42.7,26.5,0,1,0.0,0.0,0.281,0.748,0.358,3,0.825,0.0,1.4285714285714286,5.071428571428571,1.0,2.0,0,2,0,1,0.43693498
ORD01450,2021-05-16,Reliance Logistics,Ahmedabad,Bangalore,Chemical Compounds,Air,1222.4,4,4,0,459794.18,704,,0,1.1,42.7,26.5,0,1,0.0,0.0,0.256,0.918,0.328,2,0.885,0.0,1.2857142857142858,3.7142857142857144,0.0,1.0,0,2,0,1,0.345068
ORD01226,2021-05-21,BHEL Components,Ahmedabad,Hyderabad,Automotive Parts,Road+Rail,1104.2,4,5,1,124182.58,3231,,0,0.0,33.5,16.6,0,0,0.0,0.0,0.364,0.711,0.351,0,0.536,0.0,1.4285714285714286,2.4285714285714284,0.0,0.0,3,1,0,5,0.2939198
ORD01226,2021-05-21,BHEL Components,Ahmedabad,Hyderabad,Automotive Parts,Road+Rail,1122.8,5,6,1,124182.58,3231,,0,0.0,33.5,16.6,0,0,0.0,0.0,0.411,0.633,0.335,5,0.56,0.0,1.1428571428571428,1.2857142857142858,1.0,0.0,3,1,0,5,0.27799457
ORD01226,2021-05-21,BHEL Components,Ahmedabad,Hyderabad,Automotive Parts,Road+Rail,1097.2,4,4,0,124182.58,3231,,0,0.0,33.5,16.6,0,0,0.0,0.0,0.562,0.649,0.344,5,0.344,0.0,0.7142857142857143,1.2142857142857142,1.0,1.0,3,1,0,5,0.32525375
ORD01226,2021-05-21,BHEL Components,Ahmedabad,Hyderabad,Automotive Parts,Road+Rail,1124.0,4,5,1,124182.58,3231,,0,0.0,33.5,16.6,0,0,0.0,0.0,0.305,0.98,0.399,0,0.529,0.0,0.5714285714285714,1.1428571428571428,0.0,1.0,3,1,0,5,0.3183177
ORD01140,2021-05-23,GAIL Vendors,Ahmedabad,Delhi,IT Hardware,Air,793.4,2,11,9,353029.96,299,Flood,1,0.2,34.2,15.0,0,0,0.0,0.0,0.183,0.841,0.123,0,0.766,0.0,1.7142857142857142,1.7857142857142858,1.0,0.0,0,5,0,4,0.27082455
ORD01140,2021-05-23,GAIL Vendors,Ahmedabad,Delhi,IT Hardware,Air,774.5,3,6,3,353029.96,299,Flood,1,0.2,34.2,15.0,0,0,0.0,0.0,0.29,0.8,0.363,1,0.768,0.0,2.142857142857143,1.7857142857142858,9.0,1.0,0,5,0,4,0.43945092
ORD01140,2021-05-23,GAIL Vendors,Ahmedabad,Delhi,IT Hardware,Air,739.9,2,5,3,353029.96,299,Flood,1,0.2,34.2,15.0,0,0,0.0,0.0,0.387,0.578,0.242,3,0.595,0.0,2.5714285714285716,1.9285714285714286,3.0,9.0,0,5,0,4,0.86277544
ORD01140,2021-05-23,GAIL Vendors,Ahmedabad,Delhi,IT Hardware,Air,740.8,2,6,4,353029.96,299,Flood,1,0.2,34.2,15.0,0,0,0.0,0.0,0.401,0.404,0.452,4,0.851,0.0,3.0,2.2142857142857144,3.0,3.0,0,5,0,4,0.7640978
ORD01238,2021-06-01,NTPC Materials,Ahmedabad,Mumbai,Textiles,Air,436.1,2,7,5,345914.77,3362,Strike,1,0.0,38.1,22.8,0,0,0.0,0.0,0.547,0.492,0.563,2,0.325,0.0,3.5714285714285716,2.357142857142857,4.0,3.0,0,9,0,11,0.6241771
ORD01238,2021-06-01,NTPC Materials,Ahmedabad,Mumbai,Textiles,Air,443.8,2,4,2,345914.77,3362,Strike,1,0.0,38.1,22.8,0,0,0.0,0.0,0.451,0.58,0.264,5,0.653,0.0,3.857142857142857,2.2857142857142856,5.0,4.0,0,9,0,11,0.6799957
ORD01238,2021-06-01,NTPC Materials,Ahmedabad,Mumbai,Textiles,Air,436.8,2,9,7,345914.77,3362,Strike,1,0.0,38.1,22.8,0,0,0.0,0.0,0.314,0.918,0.439,1,0.603,0.0,4.714285714285714,2.642857142857143,2.0,5.0,0,9,0,11,0.712946
ORD01238,2021-06-01,NTPC Materials,Ahmedabad,Mumbai,Textiles,Air,459.5,2,9,7,345914.77,3362,Strike,1,0.0,38.1,22.8,0,0,0.0,0.0,0.277,0.721,0.18,0,0.496,0.0,4.428571428571429,3.0714285714285716,7.0,2.0,0,9,0,11,0.60954785
ORD00547,2021-06-06,Mahindra Parts Ltd,Ahmedabad,Lucknow,Pharmaceuticals,Air,919.8,2,3,1,292610.2,1667,,0,0.5,36.5,17.7,0,0,0.0,0.0,0.489,0.551,0.563,1,0.509,0.0,4.142857142857143,3.142857142857143,7.0,7.0,0,7,0,10,0.68602836
ORD00547,2021-06-06,Mahindra Parts Ltd,Ahmedabad,Lucknow,Pharmaceuticals,Air,925.5,2,4,2,292610.2,1667,,0,0.5,36.5,17.7,0,0,0.0,0.0,0.496,0.706,0.597,2,0.389,0.0,4.0,3.2857142857142856,1.0,7.0,0,7,0,10,0.6906179
